"microbe","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","level"
"p__Negarnaviricota",0.0195352387327031,0.362259417422162,2.93810010349592,0.123297166420955,0.901871784582173,0.993766783286292,FALSE,"phylum"
"p__Nitrospirae",0.106603899628996,0.171310581103616,2.93747686820111,0.0583189549364945,0.953494569354265,0.993766783286292,FALSE,"phylum"
"p__Nucleocytoviricota",0.0969446623017226,0.486981623229443,2.93764115831263,0.165773012081967,0.86833558546742,0.993766783286292,FALSE,"phylum"
"p__Peploviricota",0.0227649484701957,0.163803687759407,2.93803650195672,0.055752774906069,0.95553875655288,0.993766783286292,FALSE,"phylum"
"p__Planctomycetes",2.96311860288072,-0.0331354839444416,0.614886743170493,-0.053888759698392,0.957023792115126,0.993766783286292,FALSE,"phylum"
"p__Preplasmiviricota",0.128521766998356,-0.0581327583957994,1.71862865931139,-0.0338250837845866,0.973016633420006,0.993766783286292,FALSE,"phylum"
"p__Synergistetes",0.0136311964846896,0.022953199948315,2.93810056901554,0.00781225809299164,0.993766783286292,0.993766783286292,FALSE,"phylum"
"p__Tenericutes",0.151022650494194,-0.924018368206267,2.93615255233698,-0.314703800887598,0.752986558100162,0.993766783286292,FALSE,"phylum"
"p__unclassified-c__Candidatus",0.0492362157410444,-0.265679313029242,2.93773574007071,-0.09043676373112,0.927940143142759,0.993766783286292,FALSE,"phylum"
"p__unclassified-f__Candidatus",0.0353055773788797,0.308761978735174,2.93816334030936,0.105086730373086,0.916306988628457,0.993766783286292,FALSE,"phylum"
"p__unclassified-g__Pandoravirus",0.0720584226815291,0.710513694063207,2.93773962504286,0.241857272852369,0.808890758647977,0.993766783286292,FALSE,"phylum"
"p__unclassified-s__Halovirus HHTV-2",0.0469043806771096,0.209441449967398,2.93807511423201,0.0712852605275014,0.943170725779673,0.993766783286292,FALSE,"phylum"
"p__unclassified-s__Mollivirus sibericum",0.398712966265844,0.17435709744014,1.2782014130408,0.13640815575798,0.891498626582401,0.993766783286292,FALSE,"phylum"
"s__Abiotrophia defectiva",0.149243976942343,-1.00950908204292,2.93533544419905,-0.343916087695516,0.7309093928166,0.998296049192576,FALSE,"species"
"s__Abyssicoccus albus",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Acetilactobacillus jinshanensis",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Acetivibrio clariflavus",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998296049192576,FALSE,"species"
"s__Acholeplasma axanthum",0.185985539873887,-1.56963465283748,2.9351738938423,-0.534767175508892,0.592810863558533,0.998296049192576,FALSE,"species"
"s__Achromobacter deleyi",0.31670434539741,0.653656189659342,2.93476737787032,0.222728450162098,0.823746857469932,0.998296049192576,FALSE,"species"
"s__Achromobacter denitrificans",0.0809506903919541,-1.30531003402073,2.93589057976205,-0.444604455976191,0.656605626715701,0.998296049192576,FALSE,"species"
"s__Achromobacter insolitus",0.0137666743081149,-0.33236398821557,2.93752030008494,-0.113144405574307,0.909916070442981,0.998296049192576,FALSE,"species"
"s__Achromobacter xylosoxidans",0.756942088347448,-3.09684334974927,2.92618153268784,-1.05832236146493,0.289908501632804,0.998296049192576,FALSE,"species"
"s__Acidimicrobium ferrooxidans",0.0373974848363737,-0.797405690099321,2.93744445249272,-0.271462389500724,0.78603542281209,0.998296049192576,FALSE,"species"
"s__Acidipropionibacterium virtanenii",0.0164863547753544,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Acinetobacter baumannii",5.11433459829653,-1.3385113684329,1.89988688943464,-0.70452160908969,0.481107997698419,0.998296049192576,FALSE,"species"
"s__Acinetobacter guillouiae",0.0698286148576031,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Acinetobacter indicus",0.0447392206373223,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Acinetobacter johnsonii",0.50252570626747,-2.07204885754518,2.47708784106439,-0.836485821453485,0.402881649888879,0.998296049192576,FALSE,"species"
"s__Acinetobacter junii",0.0224093957234724,-0.478144569861313,2.93779775233703,-0.162756122160195,0.870710456960558,0.998296049192576,FALSE,"species"
"s__Acinetobacter lwoffii",0.197658557188074,-1.71943369287537,2.93464518629739,-0.58590854557268,0.557936974330512,0.998296049192576,FALSE,"species"
"s__Acinetobacter nosocomialis",2.04919654209383,-2.03293024474918,2.39595846122956,-0.848483092526535,0.396168984556658,0.998296049192576,FALSE,"species"
"s__Acinetobacter pittii",0.0492574592697332,-0.286806761012792,2.93743902095394,-0.0976383710323459,0.922219454382059,0.998296049192576,FALSE,"species"
"s__Acinetobacter radioresistens",0.00873580274181353,-0.41080484601996,2.93766621295168,-0.139840545603442,0.888785977267777,0.998296049192576,FALSE,"species"
"s__Acinetobacter schindleri",0.191175864558827,-1.86857895100049,2.93403506483674,-0.636863196829061,0.524213957103552,0.998296049192576,FALSE,"species"
"s__Acinetobacter sp. 10FS3-1",0.21962061909786,-1.88820860688803,2.9339401718368,-0.643574339045201,0.519851494710661,0.998296049192576,FALSE,"species"
"s__Acinetobacter sp. LoGeW2-3",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Acinetobacter sp. Marseille-Q1620",0.0328383061798222,-0.382491830780158,2.93761265702691,-0.130204991412063,0.896404245624977,0.998296049192576,FALSE,"species"
"s__Acinetobacter sp. TTH0-4",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Acinetobacter ursingii",0.147756102226683,-0.382491819346717,2.93761265700549,-0.130204987520927,0.896404248703448,0.998296049192576,FALSE,"species"
"s__Acinetobacter wanghuae",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Acinetobacter wuhouensis",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Actinobacillus porcitonsillarum",0.131884877153644,-0.832697205747271,2.93639899241351,-0.283577677249798,0.776734046092687,0.998296049192576,FALSE,"species"
"s__Actinobacillus sp. GY-402",0.0565863386892033,-1.10987145936822,2.93647453611942,-0.377960525697226,0.705459918495036,0.998296049192576,FALSE,"species"
"s__Actinomadura sp. WMMA1423",0.0202006946681642,-0.590384349416288,2.9375573551276,-0.200977982059057,0.84071579056323,0.998296049192576,FALSE,"species"
"s__Actinomadura verrucosospora",0.131568517790743,-0.512564613549049,2.9374056821404,-0.174495683951819,0.861475922442443,0.998296049192576,FALSE,"species"
"s__Actinomyces howellii",0.122223477270739,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Actinomyces naeslundii",0.104601750029812,-0.0856643893122593,2.93671286463933,-0.0291701617627436,0.976728878566599,0.998296049192576,FALSE,"species"
"s__Actinomyces sp. HMT 175",0.860170962765043,-2.27596802945476,2.93097515252751,-0.776522457889858,0.437440565930429,0.998296049192576,FALSE,"species"
"s__Actinomyces sp. oral taxon 171",0.0755373896501257,-0.478144562869846,2.93779775232307,-0.162756119781136,0.870710458833797,0.998296049192576,FALSE,"species"
"s__Actinoplanes derwentensis",0.0233626013000089,-0.199451644342104,2.93728997300382,-0.0679032871031573,0.945862622065128,0.998296049192576,FALSE,"species"
"s__Actinoplanes ianthinogenes",0.00326113611332842,-0.623311907493357,2.93786062197785,-0.212165241206618,0.831978122916599,0.998296049192576,FALSE,"species"
"s__Actinoplanes sp. N902-109",0.161726298752485,-0.951064191156126,2.93650791402625,-0.323875916224629,0.746031978121142,0.998296049192576,FALSE,"species"
"s__Actinopolymorpha singaporensis",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998296049192576,FALSE,"species"
"s__Adhaeribacter swui",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Aeoliella mucimassa",0.151014781397777,-0.588631146236794,2.93755384919973,-0.200381397739195,0.84118230690646,0.998296049192576,FALSE,"species"
"s__Aeromonas encheleia",0.0228400591438723,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Afipia sp. GAS231",0.122223477270739,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Agarilytica rhodophyticola",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Aggregatibacter segnis",0.0508534718811857,-1.16818818578563,2.9362921651566,-0.397844669426255,0.690744687843935,0.998296049192576,FALSE,"species"
"s__Agreia sp. COWG",0.241582681007646,-2.08034889189441,2.93305260732299,-0.709277728841405,0.478152146206106,0.998296049192576,FALSE,"species"
"s__Agrobacterium vitis",0.00827695196210566,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Agrococcus jejuensis",0.039157077510727,-0.0945072491746126,2.93711386345215,-0.0321769102487341,0.974330969594914,0.998296049192576,FALSE,"species"
"s__Agromyces flavus",0.040300215969956,-0.286806736073327,2.93743902091012,-0.0976383625435956,0.922219461122894,0.998296049192576,FALSE,"species"
"s__Akkermansia muciniphila",0.0424122714463144,-0.954391199110202,2.93698882194077,-0.324955679769846,0.745214615243095,0.998296049192576,FALSE,"species"
"s__Alcaligenes faecalis",2.5082366712436,2.78834883001565,2.42394813568038,1.15033353600736,0.250006523297888,0.998296049192576,FALSE,"species"
"s__Aliarcobacter cryaerophilus",0.153721750910763,-0.244407393465415,2.93504881835613,-0.0832720028153751,0.933635261475311,0.998296049192576,FALSE,"species"
"s__Alistipes dispar",0.103872830338252,-1.54231541208186,2.93526383013759,-0.525443538071862,0.599274894021805,0.998296049192576,FALSE,"species"
"s__Alistipes megaguti",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998296049192576,FALSE,"species"
"s__Alistipes sp. dk3624",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Alkalibacter sp. ES005",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Alloactinosynnema sp. L-07",0.0154354229265877,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Allokutzneria albata",0.049932157476007,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Alloprevotella sp. E39",0.341512880462536,-1.17443121818149,2.68488499115769,-0.437423287049287,0.66180439886264,0.998296049192576,FALSE,"species"
"s__Alphapapillomavirus 7",0.209992993807666,-1.43555027983389,2.93554210344399,-0.489023910830539,0.624824768773561,0.998296049192576,FALSE,"species"
"s__Alphapapillomavirus 9",0.0375746240304175,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Aminipila butyrica",0.0447392206373223,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Aminipila sp. JN-18",0.300320396659289,-0.286806746907071,2.93743902092916,-0.0976383662311225,0.922219458194664,0.998296049192576,FALSE,"species"
"s__Aminipila terrae",0.0908644756137676,-0.98638532091538,2.93657935186557,-0.335896021433489,0.73694927736897,0.998296049192576,FALSE,"species"
"s__Amphibacillus xylanus",1.618695472267,0.152814571801099,1.0347001828471,0.147689711797104,0.882587651389069,0.998296049192576,FALSE,"species"
"s__Amycolatopsis albispora",0.0109092156826609,-0.539105564860057,2.93759120576354,-0.18351960061779,0.854390340867725,0.998296049192576,FALSE,"species"
"s__Amycolatopsis japonica",0.0755373896501257,-0.478144562869846,2.93779775232307,-0.162756119781136,0.870710458833797,0.998296049192576,FALSE,"species"
"s__Amycolatopsis methanolica",0.0577981886675618,-0.329274584972165,2.93751470921109,-0.112092914442153,0.910749735475628,0.998296049192576,FALSE,"species"
"s__Amycolatopsis sp. DSM 110486",17.0345180482456,-0.898200075315861,0.84972616759617,-1.05704650458961,0.290490363900574,0.998296049192576,FALSE,"species"
"s__Amycolatopsis sp. TNS106",0.122223477270739,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Anaerococcus obesiensis",0.1327263943211,-1.70666532815866,2.93468853258809,-0.581549049995286,0.560870470160963,0.998296049192576,FALSE,"species"
"s__Anaerocolumna sp. CTTW",0.115581022345499,-1.24437081738071,2.9360644712498,-0.423822715599641,0.67169511046599,0.998296049192576,FALSE,"species"
"s__Anaerotignum propionicum",0.10010679888643,-0.478144561215262,2.93779775231976,-0.162756119218114,0.870710459277113,0.998296049192576,FALSE,"species"
"s__Anatilimnocola aggregata",0.0154354229265877,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Ancylobacter pratisalsi",0.0575826082540745,-0.382491826558897,2.937612657019,-0.130204989975444,0.896404246761558,0.998296049192576,FALSE,"species"
"s__Anthocerotibacter panamensis",0.00342264139393853,-0.505851199260358,2.93785362200271,-0.17218393573861,0.863292926690008,0.998296049192576,FALSE,"species"
"s__Aquabacter sp. L1I39",0.0254267359405928,-0.911025410309235,2.93712335504373,-0.310176080532944,0.756427059092708,0.998296049192576,FALSE,"species"
"s__Aquicella siphonis",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Aquimarina sp. BL5",0.00291193424727118,-0.515437574277274,2.93787319524582,-0.175445820844608,0.860729339065904,0.998296049192576,FALSE,"species"
"s__Aquisediminimonas profunda",0.103283670565732,-1.17515183024073,2.9362708627767,-0.40021915046674,0.688995110708922,0.998296049192576,FALSE,"species"
"s__Aquisphaera giovannonii",0.0819168153852343,-0.823473734030686,2.93692526210572,-0.280386343042407,0.779181113683289,0.998296049192576,FALSE,"species"
"s__Arachidicoccus ginsenosidivorans",0.092612537559526,-1.30531003402073,2.93589057976205,-0.444604455976191,0.656605626715701,0.998296049192576,FALSE,"species"
"s__Arachidicoccus sp. BS20",0.233476202907201,-2.02766186246249,2.93330115604163,-0.691255944956821,0.489404711978283,0.998296049192576,FALSE,"species"
"s__Arachnia propionica",0.0777069039200185,-0.988357340201205,2.93658339032068,-0.336567094760171,0.736443264950667,0.998296049192576,FALSE,"species"
"s__Arachnia rubra",0.00873580274181353,-0.41080484601996,2.93766621295168,-0.139840545603442,0.888785977267777,0.998296049192576,FALSE,"species"
"s__Archangium violaceum",0.0154354229265877,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Arcticibacterium luteifluviistationis",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Arenibacter algicola",0.0085079885820571,-0.583631140925623,2.9376804923124,-0.198670734429059,0.842520318197906,0.998296049192576,FALSE,"species"
"s__Arenimonas daejeonensis",0.138918806339289,-1.71943369257535,2.9346451862984,-0.585908545470245,0.557936974399352,0.998296049192576,FALSE,"species"
"s__Arsenophonus nasoniae",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Aspergillus chevalieri",16.1989229171162,-0.0771575428726394,0.647503148638733,-0.119161648919932,0.905147289834222,0.998296049192576,FALSE,"species"
"s__Aspergillus flavus",0.0140175607800054,-0.328678460678726,2.93751363174458,-0.111890020569377,0.910910609346849,0.998296049192576,FALSE,"species"
"s__Atopobium sp. oral taxon 416",0.0878482476391439,-1.0450835135965,2.93668571893189,-0.35587175939842,0.721936605843521,0.998296049192576,FALSE,"species"
"s__Aurantimicrobium sp. MWH-Mo1",0.147756102226683,-0.382491819346717,2.93761265700549,-0.130204987520927,0.896404248703448,0.998296049192576,FALSE,"species"
"s__Aureliella helgolandensis",0.104637849544957,-0.713596143409685,2.61517627649234,-0.272867320579557,0.784955207953579,0.998296049192576,FALSE,"species"
"s__Aureococcus anophagefferens virus",0.0698286148576031,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Austwickia chelonae",0.00767054209064546,-0.478144574133959,2.93779775234557,-0.162756123614093,0.870710455815779,0.998296049192576,FALSE,"species"
"s__Azotobacter chroococcum",0.00978340833998526,-0.717398898594013,2.9376423041566,-0.244209071192546,0.807068901929959,0.998296049192576,FALSE,"species"
"s__Babesia bigemina",1.97975409201158,0.674015258184068,1.0772338248147,0.62569076709043,0.531517790390121,0.998296049192576,FALSE,"species"
"s__Bacillus atrophaeus",0.174978556812294,-0.994702375644882,2.78834002141654,-0.356736398001973,0.721289154307985,0.998296049192576,FALSE,"species"
